county_state,fips,sex,sex_code,year,cause_of_death,cod_code,place_of_death,place_of_death_code,deaths,median_income,population,poverty_rate,unemployment_rate,facility_count,overdose_rate,facility_rate
"Los Angeles County, CA",06037,Female,F,2024.0,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,Decedent's home,4.0,18.0,90112,9808667,13.7,7.3,245.0,0.1835111743522336,2.4977909842387347
"Los Angeles County, CA",06037,Male,M,2024.0,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,Medical Facility - Inpatient,1.0,39.0,90112,9808667,13.7,7.3,245.0,0.3976075444298395,2.4977909842387347
"Los Angeles County, CA",06037,Male,M,2024.0,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,Medical Facility - Outpatient or ER,2.0,46.0,90112,9808667,13.7,7.3,245.0,0.4689730011223747,2.4977909842387347
"Los Angeles County, CA",06037,Male,M,2024.0,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,Decedent's home,4.0,124.0,90112,9808667,13.7,7.3,245.0,1.2641880899820535,2.4977909842387347
"Los Angeles County, CA",06037,Male,M,2024.0,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,Other,7.0,136.0,90112,9808667,13.7,7.3,245.0,1.3865288728835428,2.4977909842387347
"Los Angeles County, CA",06037,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Medical Facility - Inpatient,1.0,37.0,90112,9808667,13.7,7.3,245.0,0.37721741394625796,2.4977909842387347
"Los Angeles County, CA",06037,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Medical Facility - Outpatient or ER,2.0,33.0,90112,9808667,13.7,7.3,245.0,0.33643715297909493,2.4977909842387347
"Los Angeles County, CA",06037,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Decedent's home,4.0,199.0,90112,9808667,13.7,7.3,245.0,2.02881798311636,2.4977909842387347
"Los Angeles County, CA",06037,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Other,7.0,133.0,90112,9808667,13.7,7.3,245.0,1.3559436771581705,2.4977909842387347
"Los Angeles County, CA",06037,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Medical Facility - Inpatient,1.0,40.0,90112,9808667,13.7,7.3,245.0,0.40780260967163023,2.4977909842387347
"Los Angeles County, CA",06037,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Medical Facility - Outpatient or ER,2.0,40.0,90112,9808667,13.7,7.3,245.0,0.40780260967163023,2.4977909842387347
"Los Angeles County, CA",06037,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Decedent's home,4.0,286.0,90112,9808667,13.7,7.3,245.0,2.915788659152156,2.4977909842387347
"Los Angeles County, CA",06037,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Nursing home/long term care,6.0,11.0,90112,9808667,13.7,7.3,245.0,0.1121457176596983,2.4977909842387347
"Los Angeles County, CA",06037,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Other,7.0,251.0,90112,9808667,13.7,7.3,245.0,2.5589613756894796,2.4977909842387347
"Los Angeles County, CA",06037,Male,M,2024.0,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,Decedent's home,4.0,16.0,90112,9808667,13.7,7.3,245.0,0.16312104386865206,2.4977909842387347
"Monterey County, CA",06053,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Medical Facility - Outpatient or ER,2.0,10.0,97230,437613,12.7,5.2,7.0,2.285124070811425,1.5995868495679975
"Monterey County, CA",06053,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Decedent's home,4.0,20.0,97230,437613,12.7,5.2,7.0,4.57024814162285,1.5995868495679975
"Monterey County, CA",06053,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Other,7.0,24.0,97230,437613,12.7,5.2,7.0,5.484297769947419,1.5995868495679975
"Orange County, CA",06059,Female,F,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Decedent's home,4.0,12.0,116289,3165820,9.5,5.4,111.0,0.3790487140772375,3.5062006052144468
"Orange County, CA",06059,Female,F,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Medical Facility - Outpatient or ER,2.0,13.0,116289,3165820,9.5,5.4,111.0,0.41063610691700725,3.5062006052144468
"Orange County, CA",06059,Female,F,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Decedent's home,4.0,29.0,116289,3165820,9.5,5.4,111.0,0.916034392353324,3.5062006052144468
"Orange County, CA",06059,Female,F,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Other,7.0,22.0,116289,3165820,9.5,5.4,111.0,0.6949226424749354,3.5062006052144468
"Orange County, CA",06059,Male,M,2024.0,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,Medical Facility - Outpatient or ER,2.0,12.0,116289,3165820,9.5,5.4,111.0,0.3790487140772375,3.5062006052144468
"Orange County, CA",06059,Male,M,2024.0,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,Decedent's home,4.0,26.0,116289,3165820,9.5,5.4,111.0,0.8212722138340145,3.5062006052144468
"Orange County, CA",06059,Male,M,2024.0,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,Other,7.0,21.0,116289,3165820,9.5,5.4,111.0,0.6633352496351657,3.5062006052144468
"Orange County, CA",06059,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Medical Facility - Inpatient,1.0,22.0,116289,3165820,9.5,5.4,111.0,0.6949226424749354,3.5062006052144468
"Orange County, CA",06059,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Medical Facility - Outpatient or ER,2.0,15.0,116289,3165820,9.5,5.4,111.0,0.4738108925965469,3.5062006052144468
"Orange County, CA",06059,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Decedent's home,4.0,41.0,116289,3165820,9.5,5.4,111.0,1.2950831064305615,3.5062006052144468
"Orange County, CA",06059,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Other,7.0,32.0,116289,3165820,9.5,5.4,111.0,1.0107965708726332,3.5062006052144468
"Orange County, CA",06059,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Medical Facility - Inpatient,1.0,19.0,116289,3165820,9.5,5.4,111.0,0.600160463955626,3.5062006052144468
"Orange County, CA",06059,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Medical Facility - Outpatient or ER,2.0,33.0,116289,3165820,9.5,5.4,111.0,1.042383963712403,3.5062006052144468
"Orange County, CA",06059,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Decedent's home,4.0,109.0,116289,3165820,9.5,5.4,111.0,3.4430258195349075,3.5062006052144468
"Orange County, CA",06059,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Other,7.0,80.0,116289,3165820,9.5,5.4,111.0,2.526991427181583,3.5062006052144468
"Orange County, CA",06059,Male,M,2024.0,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,Decedent's home,4.0,12.0,116289,3165820,9.5,5.4,111.0,0.3790487140772375,3.5062006052144468
"Riverside County, CA",06065,Female,F,2024.0,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,Decedent's home,4.0,20.0,93074,2478600,10.6,6.5,35.0,0.8069071249899137,1.4120874687323488
"Riverside County, CA",06065,Female,F,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Decedent's home,4.0,16.0,93074,2478600,10.6,6.5,35.0,0.645525699991931,1.4120874687323488
"Riverside County, CA",06065,Female,F,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Decedent's home,4.0,29.0,93074,2478600,10.6,6.5,35.0,1.170015331235375,1.4120874687323488
"Riverside County, CA",06065,Female,F,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Other,7.0,16.0,93074,2478600,10.6,6.5,35.0,0.645525699991931,1.4120874687323488
"Riverside County, CA",06065,Male,M,2024.0,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,Medical Facility - Inpatient,1.0,11.0,93074,2478600,10.6,6.5,35.0,0.4437989187444525,1.4120874687323488
"Riverside County, CA",06065,Male,M,2024.0,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,Medical Facility - Outpatient or ER,2.0,22.0,93074,2478600,10.6,6.5,35.0,0.887597837488905,1.4120874687323488
"Riverside County, CA",06065,Male,M,2024.0,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,Decedent's home,4.0,69.0,93074,2478600,10.6,6.5,35.0,2.783829581215202,1.4120874687323488
"Riverside County, CA",06065,Male,M,2024.0,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,Other,7.0,59.0,93074,2478600,10.6,6.5,35.0,2.380376018720245,1.4120874687323488
"Riverside County, CA",06065,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Medical Facility - Outpatient or ER,2.0,14.0,93074,2478600,10.6,6.5,35.0,0.5648349874929396,1.4120874687323488
"Riverside County, CA",06065,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Decedent's home,4.0,69.0,93074,2478600,10.6,6.5,35.0,2.783829581215202,1.4120874687323488
"Riverside County, CA",06065,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Other,7.0,39.0,93074,2478600,10.6,6.5,35.0,1.5734688937303316,1.4120874687323488
"Riverside County, CA",06065,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Medical Facility - Inpatient,1.0,18.0,93074,2478600,10.6,6.5,35.0,0.7262164124909224,1.4120874687323488
"Riverside County, CA",06065,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Medical Facility - Outpatient or ER,2.0,10.0,93074,2478600,10.6,6.5,35.0,0.40345356249495684,1.4120874687323488
"Riverside County, CA",06065,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Decedent's home,4.0,94.0,93074,2478600,10.6,6.5,35.0,3.792463487452594,1.4120874687323488
"Riverside County, CA",06065,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Other,7.0,86.0,93074,2478600,10.6,6.5,35.0,3.469700637456629,1.4120874687323488
"Sacramento County, CA",06067,Female,F,2024.0,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,Decedent's home,4.0,20.0,92175,1594006,12.5,6.7,36.0,1.2547004214538715,2.258460758616969
"Sacramento County, CA",06067,Female,F,2024.0,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,Other,7.0,16.0,92175,1594006,12.5,6.7,36.0,1.0037603371630972,2.258460758616969
"Sacramento County, CA",06067,Female,F,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Decedent's home,4.0,13.0,92175,1594006,12.5,6.7,36.0,0.8155552739450165,2.258460758616969
"Sacramento County, CA",06067,Female,F,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Decedent's home,4.0,24.0,92175,1594006,12.5,6.7,36.0,1.505640505744646,2.258460758616969
"Sacramento County, CA",06067,Female,F,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Other,7.0,19.0,92175,1594006,12.5,6.7,36.0,1.191965400381178,2.258460758616969
"Sacramento County, CA",06067,Male,M,2024.0,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,Medical Facility - Outpatient or ER,2.0,28.0,92175,1594006,12.5,6.7,36.0,1.75658059003542,2.258460758616969
"Sacramento County, CA",06067,Male,M,2024.0,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,Decedent's home,4.0,70.0,92175,1594006,12.5,6.7,36.0,4.391451475088551,2.258460758616969
"Sacramento County, CA",06067,Male,M,2024.0,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,Other,7.0,42.0,92175,1594006,12.5,6.7,36.0,2.6348708850531306,2.258460758616969
"Sacramento County, CA",06067,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Decedent's home,4.0,59.0,92175,1594006,12.5,6.7,36.0,3.7013662432889207,2.258460758616969
"Sacramento County, CA",06067,Male,M,2024.0,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,Other,7.0,19.0,92175,1594006,12.5,6.7,36.0,1.191965400381178,2.258460758616969
"Sacramento County, CA",06067,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Medical Facility - Outpatient or ER,2.0,12.0,92175,1594006,12.5,6.7,36.0,0.752820252872323,2.258460758616969
"Sacramento County, CA",06067,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Decedent's home,4.0,64.0,92175,1594006,12.5,6.7,36.0,4.015041348652389,2.258460758616969
"Sacramento County, CA",06067,Male,M,2024.0,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,Other,7.0,64.0,92175,1594006,12.5,6.7,36.0,4.015041348652389,2.258460758616969
"San Bernardino County, CA",06071,Female,F,2024.0,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,Decedent's home,4.0,10.0,85478,2197104,13.3,7.1,34.0,0.45514459033345717,1.547491607133754
